LFQ.intensity.11930	LFQ.intensity.11931	LFQ.intensity.11932	LFQ.intensity.11934	LFQ.intensity.12902	LFQ.intensity.12904	LFQ.intensity.12905	LFQ.intensity.13136	LFQ.intensity.13138	LFQ.intensity.13152	LFQ.intensity.13155	LFQ.intensity.13186	LFQ.intensity.13234	C: ANOVA Significant	N: -Log ANOVA p value	N: ANOVA q-value	T: Protein_IDs	T: Significant pairs
21.1804	20.7754	21.0448	21.1579	19.7314	20.7389	21.4581	20.3903	23.6275	21.8927	20.3332	23.6321	23.9532	+	3.57832	0.00040201	XP_020949999.1;XP_020949993.1;XP_020949979.1;XP_020949970.1;XP_020949961.1;XP_020949956.1;XP_020949954.1;XP_020949949.1;XP_020949942.1;XP_020949934.1;XP_020949928.1;XP_020949921.1;XP_020949914.1;XP_020949986.1	DMD_WT;DMD_BMD
23.1181	21.5538	21.0086	22.5612	19.0387	21.0607	21.577	21.0146	25.0306	25.4333	21.2575	25.3348	25.981	+	4.48883	0.000291971	XP_020950008.1	DMD_WT;DMD_BMD
24.2737	22.055	19.5347	20.8177	23.9794	23.8777	24.3331	22.5205	25.6466	25.2082	20.909	25.5322	26.0583	+	2.02987	0.00455138	XP_020950042.1	DMD_BMD
20.7068	20.8832	21.8915	20.7471	20.7953	20.6794	22.0388	20.319	24.1459	23.4447	19.7244	21.7033	24.0692	+	2.5491	0.0018147	XP_020950674.1;XP_020950673.1;XP_020950672.1;XP_020950671.1;XP_020950670.1;XP_020950668.1;XP_020950669.1	DMD_WT;DMD_BMD
25.3559	25.3557	24.9668	24.9807	22.5211	22.1294	24.9003	25.0712	25.7401	25.5959	21.2582	25.5468	25.7775	+	1.83917	0.00659954	XP_020950929.1;XP_003358329.1	DMD_WT
31.1503	31.0707	31.3222	31.276	31.7369	31.7079	31.2043	31.2304	31.7534	31.6885	31.4322	31.7285	31.9164	+	2.3661	0.00273256	XP_020950939.1	DMD_BMD
27.6755	27.97	28.0791	28.0536	27.2822	27.9243	28.172	27.9971	25.6078	27.3079	27.7679	24.4025	28.1125	+	1.18058	0.0297079	XP_020951155.1;XP_020951154.1;XP_020951143.1;XP_020951150.1;XP_020951141.1;XP_020951144.1;XP_020951139.1;XP_020951140.1;XP_020951149.1;XP_020951148.1;XP_020951142.1;XP_020951145.1;XP_020951147.1;XP_020951146.1;XP_020951152.1;XP_020951151.1;XP_020951153.1	
19.9469	21.7704	20.7892	21.3996	21.9986	20.9683	20.9671	21.527	24.8115	24.7915	22.4242	24.1876	24.8102	+	4.83645	0.000290323	XP_020951248.1	DMD_BMD;DMD_WT
21.4156	21.2393	21.2459	21.3014	24.3172	24.1123	24.9178	21.6467	25.4799	25.1518	20.9947	25.4154	25.8078	+	2.88251	0.000823105	XP_020951556.1;XP_020951557.1	DMD_BMD;DMD_WT
21.1861	20.3735	20.1315	20.8649	22.3183	22.4011	21.3777	22.112	26.7824	27.2784	21.9506	27.3388	27.1905	+	9.01327	0	XP_020951690.1	WT_BMD;DMD_BMD;DMD_WT
24.55	23.9829	21.8793	24.6167	24.9366	24.3629	25.0009	24.104	26.0252	25.9679	25.0427	26.9992	26.226	+	2.45534	0.0020423	XP_020952101.1;XP_020952104.1;XP_005665433.3;XP_020952099.1;XP_020952098.1;XP_020952103.1;XP_020952102.1	DMD_BMD;DMD_WT
26.2663	26.1752	26.2619	26.5549	26.7255	26.6255	26.6369	26.5056	28.1101	27.8627	25.7492	28.0848	27.8306	+	4.98417	0.000318584	XP_020952403.1;XP_020952402.1;XP_020952401.1	DMD_BMD;DMD_WT
23.9966	23.7488	23.8992	24.3471	24.3998	24.4632	24.4689	24.47	25.4705	25.3313	24.2287	25.2713	25.7251	+	5.67048	0.000333333	XP_020952581.1	WT_BMD;DMD_BMD;DMD_WT
20.512	21.0887	24.9752	24.4579	22.121	24.4214	24.6421	24.6716	25.6088	25.5678	21.6092	25.5298	26.0647	+	1.22774	0.0264656	XP_020953154.1;XP_020953153.1;XP_020953152.1;XP_020953151.1;XP_020953150.1;XP_020953149.1	
21.331	22.6512	22.9794	19.9757	21.5555	20.621	25.8665	24.8079	26.6933	26.2794	20.4739	25.8722	26.3521	+	2.01035	0.00470123	XP_020953515.1;NP_001095294.1	DMD_BMD;DMD_WT
28.3686	28.2623	28.2343	28.4044	28.6376	28.6632	28.6419	28.6215	29.0774	28.7049	28.1297	28.8851	28.7248	+	2.21982	0.00346006	XP_020954007.1	DMD_BMD
20.9872	21.135	20.712	21.3062	20.0095	20.5489	19.8227	21.0322	24.2726	23.9173	21.7997	24.0414	24.3506	+	5.35157	0.000382979	XP_020954119.1;XP_020954118.1;XP_020954117.1	DMD_WT;DMD_BMD
20.6472	20.6359	22.9369	20.6897	21.4621	23.0475	21.5233	21.4459	26.1798	26.8809	21.4045	27.0955	27.0524	+	5.56901	0.000405063	XP_020954121.1;XP_020954120.1	DMD_BMD;DMD_WT
20.9399	21.2674	23.0265	22.1753	18.4074	21.2151	20.71	21.5926	24.2652	22.7072	22.0333	23.7532	24.3306	+	2.07347	0.0043013	XP_020954305.1;XP_020954304.1	DMD_WT
19.6723	21.585	22.1956	20.4948	25.117	25.0309	21.0562	20.7733	24.4157	24.4976	21.5856	24.832	24.8291	+	1.68344	0.0088843	XP_020954559.1	DMD_BMD
18.9837	22.1019	22.9973	22.2115	20.625	21.1148	20.2883	21.1221	24.2011	24.5264	22.7963	24.394	25.3528	+	2.48226	0.00198773	XP_020954569.1	DMD_WT;DMD_BMD
25.1388	25.0183	26.0376	26.084	22.2228	20.6691	26.7383	26.1269	28.7139	28.287	25.1806	27.7739	27.9037	+	1.74085	0.00785439	XP_020955331.1	DMD_WT
27.6481	27.5039	28.0408	27.6089	27.4503	27.5744	28.4012	28.5838	28.4457	28.2621	28.442	28.2892	29.1652	+	1.23568	0.0259769	XP_020955511.1;XP_020955509.1;XP_020955508.1;XP_020955506.1;XP_020954094.1;XP_020954087.1;XP_020945589.1;XP_005665718.2	DMD_BMD
22.4456	22.2578	21.4267	21.5229	21.7362	19.7613	21.5608	21.6304	25.597	25.435	21.5869	25.3945	25.9576	+	5.60463	0.000373333	XP_020955819.1	DMD_WT;DMD_BMD
26.5316	26.2705	26.654	26.7081	26.6461	26.5341	26.4277	26.6726	27.3887	27.3616	26.563	27.5822	27.2568	+	5.09852	0.000339623	XP_020955873.1	DMD_BMD;DMD_WT
29.505	29.4517	29.2662	29.487	29.8732	29.6199	29.6535	29.4826	29.826	29.6677	29.5402	30.1214	29.8117	+	2.05188	0.00435264	XP_020956357.1;XP_020956358.1	DMD_BMD
21.9262	21.3951	21.3063	22.0234	21.9572	21.1198	21.7886	21.86	24.0853	24.112	20.4598	24.15	24.054	+	5.00177	0.000324324	XP_020956615.1	DMD_WT;DMD_BMD
27.5835	27.6332	27.9383	27.9226	27.5951	27.8712	27.9014	27.6763	28.1949	28.2708	27.7031	28.3772	28.4698	+	3.55126	0.000415842	XP_020956671.1	DMD_WT;DMD_BMD
22.244	22.2749	21.0137	20.8531	21.6754	24.5615	21.0029	21.0683	25.2311	25.416	22.1023	25.086	25.5453	+	3.1296	0.000600791	XP_020956816.1	DMD_BMD;DMD_WT
22.0479	20.6802	22.6056	21.7392	21.7447	24.9473	25.6449	25.7018	26.1298	26.4633	20.4854	26.1693	26.1867	+	2.05383	0.00437563	XP_020957143.1;XP_020957142.1	DMD_BMD
21.4857	19.3737	21.6826	21.2088	21.3001	20.4903	22.7259	24.0647	24.1625	24.3348	19.9126	24.0001	24.3279	+	2.06667	0.00428718	XP_020957796.1;XP_020957768.1;XP_020957787.1;XP_020957759.1;XP_020957784.1;XP_020957750.1;XP_020957783.1;XP_020957739.1;XP_020957777.1;XP_020957728.1;XP_020957772.1;XP_020957769.1;XP_020957719.1	DMD_BMD;DMD_WT
