LFQ.intensity.11930	LFQ.intensity.11931	LFQ.intensity.11932	LFQ.intensity.11934	LFQ.intensity.12902	LFQ.intensity.12904	LFQ.intensity.12905	LFQ.intensity.13136	LFQ.intensity.13138	LFQ.intensity.13152	LFQ.intensity.13155	LFQ.intensity.13186	LFQ.intensity.13234	C: ANOVA Significant	N: -Log ANOVA p value	N: ANOVA q-value	T: Protein_IDs	T: Significant pairs
23.0475	22.119	22.178	24.866	21.8787	20.9401	24.2133	20.3613	24.6743	24.5566	20.5746	24.7109	25.0559	+	1.96953	0.00501695	XP_003121981.4	DMD_WT
32.8132	32.5956	32.6832	32.2236	33.2594	33.0546	32.3488	32.2539	31.501	31.4879	33.0066	32.0096	31.9223	+	2.49234	0.00193827	XP_005660509.1;XP_003122225.3;XP_020952119.1;XP_013851623.2;XP_003127969.4	BMD_DMD;WT_DMD
29.6274	29.4891	29.8342	29.6178	29.8994	29.7812	29.8057	29.878	31.1161	31.2312	29.8176	31.1572	31.4296	+	8.44306	0	XP_003122400.2	DMD_BMD;DMD_WT
34.6637	34.3376	34.4091	33.8526	35.0367	34.7805	34.1875	34.0578	33.6809	33.5677	34.7931	34.0742	33.8337	+	1.65517	0.0095122	XP_003122540.1;XP_005660702.1	WT_DMD
35.5114	35.1586	35.1881	34.7433	35.4352	35.425	34.7973	34.8798	34.5182	34.6891	35.4096	34.6973	34.6008	+	1.64169	0.00972691	XP_003122636.2	WT_DMD
23.7489	23.7313	24.5414	24.2608	23.4074	23.8379	23.8116	24.4539	24.9203	25.7962	23.6358	25.9766	24.9987	+	3.10918	0.000596078	XP_003122699.2	DMD_WT;DMD_BMD
24.6822	24.5479	24.4212	24.5637	25.4092	24.8904	24.6772	24.8357	25.2008	25.3794	24.5893	25.6832	25.5338	+	2.95035	0.000808989	XP_005660979.1;XP_003122857.1	DMD_BMD;DMD_WT
26.3408	26.175	26.3601	26.0957	26.2907	26.5101	26.3588	26.124	27.4483	27.7394	26.7567	27.5802	27.7011	+	5.87691	0.000258065	XP_020940888.1;XP_020940887.1;XP_020940886.1;XP_020940884.1;XP_020940883.1;XP_020940882.1;XP_020940881.1;XP_020940880.1;XP_013849813.1;XP_013849812.1;XP_003122859.1	DMD_BMD;DMD_WT
24.5571	24.4564	24.7884	24.546	24.4963	23.992	24.6705	24.8591	24.9665	25.1822	24.4999	24.9776	25.3671	+	2.10288	0.00410471	XP_003123013.1	DMD_WT;DMD_BMD
26.8244	27.3781	27.0056	27.2528	26.5265	26.9094	26.8836	27.1912	26.5178	26.4369	26.1823	25.9249	26.1167	+	1.96763	0.00503382	XP_003123233.2	BMD_DMD
21.7424	23.5029	23.0552	23.7849	23.7884	21.621	23.827	21.8617	24.0449	23.5988	21.1624	24.3934	24.0723	+	1.03121	0.0437404	XP_003123372.1	
20.4051	21.6542	22.3882	21.0165	21.5521	22.5092	21.9937	19.9716	23.8574	24.5267	22.7209	24.7199	24.1717	+	2.93089	0.0008	XP_003123394.3	DMD_BMD;DMD_WT
19.4672	22.0663	21.0144	22.496	21.9327	21.0365	20.7454	21.0184	24.8234	21.4585	21.1496	24.4505	24.4716	+	1.86267	0.00625	XP_020939193.1;XP_020939192.1;XP_003123559.4	DMD_WT;DMD_BMD
21.6286	23.7834	23.6489	24.11	24.6964	24.0527	24.4552	21.0589	26.5797	25.9145	21.8391	25.7135	26.6602	+	2.05427	0.00438677	XP_020939991.1;XP_003123691.1;XP_005654996.1;XP_005654997.1;XP_005654998.1;XP_020939985.1;XP_020939990.1;XP_020939986.1;XP_020939989.1;XP_020939988.1;XP_020939987.1;XP_013842978.1;XP_013842977.1;XP_013842976.1;XP_013842975.1;XP_020935323.1;XP_020935324.1	DMD_WT;DMD_BMD
21.807	22.696	22.6332	23.4963	23.7167	20.8239	20.9791	23.3991	26.0578	26.6676	21.3669	26.3162	27.4623	+	3.91631	0.000302326	XP_003123930.2	DMD_WT;DMD_BMD
21.3759	22.9521	22.0075	22.6886	22.8504	22.3345	22.3781	19.7285	24.3981	24.4241	20.993	24.6502	24.8743	+	2.71228	0.00120401	XP_005661751.1;XP_003124023.1	DMD_WT;DMD_BMD
21.8103	22.2786	21.2685	21.3171	21.3154	22.5312	21.7644	22.0666	26.9989	27.201	22.0099	27.0813	27.4699	+	8.54633	0	XP_003124114.4;XP_013852013.1;XP_020944687.1;XP_001925286.2	DMD_BMD;DMD_WT
21.4823	20.8914	20.9904	21.0067	20.3425	21.1309	21.1616	20.8089	23.8582	20.7671	22.2285	24.2332	24.3467	+	1.73282	0.00799145	XP_003124275.1	DMD_BMD;DMD_WT
29.8873	29.836	29.8338	29.8755	30.033	29.9844	29.9604	29.8587	30.7496	30.5233	30.0935	30.4497	30.2512	+	4.1435	0.000296296	XP_003124542.3	DMD_BMD;DMD_WT
29.008	29.2392	28.9264	29.3519	28.0543	28.827	29.0165	29.2584	28.4892	28.7266	28.0258	27.5319	28.1761	+	1.2022	0.0280706	XP_003124603.3	
21.8607	21.8942	19.0928	19.7768	20.9483	19.5582	21.665	21.0443	26.5362	26.5908	23.3628	26.9274	26.9268	+	4.39635	0.00027972	XP_020942956.1;XP_013843340.1;XP_013843339.1;XP_003124998.1;XP_003124997.1;XP_003124996.1;XP_003124995.1	DMD_BMD;DMD_WT
27.0984	27.1704	27.3012	27.3757	27.5805	27.6253	27.4952	27.2656	27.0644	27.1667	27.2827	27.1613	27.2081	+	1.78956	0.00714856	XP_003125080.1	WT_DMD
26.9739	26.8716	27.0915	26.8846	27.4427	27.3622	26.9155	27.0475	27.6431	27.6638	27.3948	27.8019	28.0032	+	3.57959	0.00040404	XP_003125105.1	DMD_BMD;DMD_WT
22.773	21.148	20.7844	25.565	24.8443	25.1346	25.3814	25.9059	26.1837	26.4521	22.4575	26.3854	26.6137	+	1.88676	0.00600935	XP_003125148.1	DMD_BMD
28.9088	28.9228	28.9724	29.0496	29.1236	28.996	28.9832	29.1336	29.3399	29.3662	28.8034	29.3214	29.4187	+	3.65163	0.000376963	XP_003125184.3;XP_013846730.1;XP_013846724.1;XP_005652973.1;NP_999376.1;XP_005654051.1;NP_001098779.1;XP_020929677.1;XP_020929676.1;XP_003483459.2	DMD_BMD;DMD_WT
27.8338	28.1958	27.9168	28.328	26.7446	27.5253	28.0615	28.1158	27.3953	27.3609	27.1925	26.3699	27.3102	+	1.30432	0.0215222	XP_003125491.1	BMD_DMD
25.284	25.8678	25.9849	25.5806	22.5544	25.0977	25.2966	25.1734	26.4896	25.6111	20.9488	26.5985	27.1043	+	1.49486	0.0134934	XP_003125697.1	DMD_WT
24.3158	20.8672	25.0745	24.3947	25.163	24.881	25.374	25.4134	28.0336	27.4895	24.4451	27.2673	27.9307	+	2.91719	0.000805861	XP_020945244.1;XP_020945242.1;XP_013852337.1;XP_005663269.1;XP_003355153.1;XP_003125720.2;XP_020926049.1;XP_020926048.1	DMD_BMD;DMD_WT
27.2526	27.4466	27.189	27.3193	26.4568	26.9906	27.1959	27.2579	25.9508	26.7461	27.4765	26.3215	26.731	+	2.01001	0.00468966	XP_003125917.1;XP_020945742.1	WT_DMD;BMD_DMD
22.1574	18.951	21.8304	22.4466	20.9351	20.3883	21.5724	22.4538	23.6636	24.0475	22.0493	23.6222	24.9317	+	2.12244	0.00395778	XP_003125950.3	DMD_BMD;DMD_WT
24.4118	20.6592	23.2061	24.1329	21.6456	24.0753	24.577	24.1061	27.5179	28.053	23.3473	27.2641	27.9399	+	3.33247	0.000526316	XP_003126030.2	DMD_BMD;DMD_WT
21.247	21.7153	21.8409	20.5898	21.159	20.1471	22.5947	21.8356	24.3033	24.6863	20.9286	23.9653	24.7097	+	4.05782	0.000311377	XP_003126310.2	DMD_WT;DMD_BMD
26.6216	26.389	26.3655	25.8169	26.4734	26.2027	26.2891	26.0918	26.7648	26.8362	26.7165	27.2355	27.0651	+	2.0681	0.00428866	XP_003126523.1;XP_003355623.1;XP_003131986.3;XP_020923470.1	DMD_BMD;DMD_WT
27.514	27.7449	27.4017	27.9385	26.0234	27.1912	27.6243	27.8167	26.7423	27.0574	26.5494	25.7166	26.7098	+	1.15309	0.0315301	XP_003126608.2	
20.2799	23.1045	21.9388	20.3535	21.0293	21.2925	21.4725	23.9275	24.2559	24.459	21.2248	24.4916	24.4871	+	2.33413	0.00288506	XP_003126904.2;XP_003355791.1	DMD_BMD;DMD_WT
25.7302	26.1679	26.2735	25.9476	26.669	26.3384	26.416	25.9637	26.5095	26.4822	26.0502	26.528	26.6227	+	1.50457	0.0132576	XP_003126970.2	DMD_BMD
21.572	21.726	20.6401	23.7946	21.8217	21.0664	21.6589	21.2282	26.814	26.4874	21.2657	25.8756	26.4448	+	5.26276	0.000363636	XP_020949745.1;XP_013853721.1;XP_003126976.1;XP_003126975.1	DMD_WT;DMD_BMD
27.401	27.7373	27.5187	27.8673	26.7406	27.179	27.5946	27.7848	27.3449	27.23	26.9014	26.6168	26.7796	+	1.07935	0.0385925	XP_003127050.1	
30.209	30.0417	29.8492	30.7234	29.5576	29.5233	30.7123	31.0091	31.3609	30.7437	29.2805	31.3937	30.9196	+	1.39001	0.0171661	XP_003127107.1	DMD_WT
33.7857	33.5088	33.4312	32.8375	34.1116	33.9265	33.2553	33.1618	32.6096	32.6841	33.9182	32.9561	32.927	+	1.83611	0.00662727	XP_003127419.3	WT_DMD
19.8645	21.8248	19.7294	21.4755	21.8477	21.0103	21.5305	21.7354	24.5004	24.5139	21.7544	20.5436	24.386	+	1.54764	0.0119383	XP_003127676.1	DMD_BMD
24.3419	24.1812	21.8283	24.3214	24.6657	24.2394	24.4303	24.4136	25.1554	25.3115	24.5265	25.8193	25.4408	+	1.7928	0.00711804	XP_013854647.1;XP_005665310.1;XP_020951647.1;XP_020951646.1;XP_005665309.1;XP_013854646.1;XP_003127861.2;XP_005665308.1;XP_005665307.1;XP_005665306.1;XP_003482078.1;XP_005673019.1;XP_013839169.1;XP_003360416.1;XP_013840851.1	DMD_BMD
20.869	20.5135	22.0015	21.2539	23.216	24.2849	25.1429	25.2383	26.4644	26.644	20.605	26.4313	27.5376	+	3.40466	0.000434389	XP_020951657.1;XP_020951656.1;XP_020951655.1;XP_003127872.5;XP_020951665.1;XP_020951664.1;XP_020951663.1;XP_020951662.1;XP_020951661.1;XP_020951660.1;XP_020951659.1;XP_020951658.1;XP_020951668.1;XP_020951667.1;XP_020951666.1	WT_BMD;DMD_BMD;DMD_WT
21.0916	19.5938	22.0047	24.2433	24.8202	24.5826	24.5734	24.6004	25.1373	25.5206	21.282	25.0276	25.5211	+	1.77456	0.00733624	XP_003127984.1;XP_003356484.1;XP_003127983.1;XP_003127982.1	DMD_BMD
20.9626	21.7132	22.0536	21.199	23.9928	23.8412	22.5752	22.672	24.6382	24.4931	21.5161	24.6369	24.6972	+	3.50225	0.000423077	XP_003128059.3	WT_BMD;DMD_BMD;DMD_WT
21.7503	21.8881	22.9395	22.0873	20.7281	21.8635	20.5409	25.207	25.7035	25.4167	25.6843	26.3576	26.1238	+	1.77271	0.00734641	XP_003128108.1	DMD_BMD;DMD_WT
21.9742	25.1694	25.3357	25.571	25.6319	25.5385	25.5608	25.92	27.0051	26.7992	25.5694	26.9489	26.9584	+	1.83536	0.00661224	XP_003128180.1	DMD_BMD
24.303	24.6145	24.6454	24.0981	23.7636	24.4579	24.8825	24.6804	25.3907	25.8386	24.8654	25.228	26.0786	+	2.68747	0.0013289	XP_003128181.1	DMD_BMD;DMD_WT
21.7761	21.4654	22.3417	21.6231	21.8623	22.7667	21.3478	21.5415	24.9488	24.8825	21.9808	25.1954	24.5972	+	5.91381	0.000275862	XP_003128384.1;XP_005665922.1	DMD_BMD;DMD_WT
28.4252	28.017	28.0962	27.7103	27.7493	28.2313	27.9503	27.9225	27.4464	27.5243	28.4755	27.5281	27.795	+	1.52015	0.0127954	XP_003129141.2	WT_DMD
23.1364	21.8914	21.4577	22.0347	21.4459	22.08	22.3514	21.7293	25.1857	25.2357	21.5404	24.8291	25.5186	+	5.63397	0.000324324	XP_003129144.1;XP_005666843.1;XP_005666838.1;XP_005666839.1;XP_013834262.1;XP_005666842.1;XP_020957128.1;XP_020957135.1;XP_020957133.1;XP_020957130.1;XP_020957131.1;XP_020957132.1;XP_020957136.1;XP_013841827.2;XP_020935912.1;XP_020935908.1;XP_013841826.2;XP_020935904.1;XP_020935906.1;XP_003135392.1;XP_013841828.2;XP_020935909.1;XP_013841825.2;XP_013841831.1;XP_005673924.1;XP_005673925.1;XP_020935910.1;XP_020935911.1;XP_020935907.1	DMD_WT;DMD_BMD
22.2089	21.5697	20.5185	22.9193	21.0126	20.6655	21.0595	21.5999	22.1524	24.5109	21.832	24.5896	24.5642	+	2.46167	0.00202424	XP_003129218.4;XP_020956322.1	DMD_WT;DMD_BMD
26.3939	27.083	27.096	26.865	26.7846	26.918	27.2672	27.0121	28.6699	28.7345	26.7137	28.6441	29.4691	+	5.40644	0.000395604	XP_003129266.2	DMD_BMD;DMD_WT
23.8308	23.7049	21.7733	22.2467	21.0547	24.098	20.3971	23.6764	24.5912	23.958	20.5884	24.2174	24.1582	+	1.16775	0.0306331	XP_003129362.1;XP_005656612.1	
25.7261	25.5503	25.099	20.8614	24.9433	25.1957	24.8031	24.675	26.8223	27.015	22.077	26.9544	26.891	+	1.30553	0.0214974	XP_003129916.2	
24.073	21.9408	24.4028	23.7949	23.9892	24.6213	24.0692	24.7855	25.2943	25.4154	22.0834	25.471	25.5843	+	1.4867	0.0137313	XP_003129968.1;XP_003129967.1	DMD_BMD
21.4621	22.8353	21.1033	21.8628	20.496	21.688	20.5456	21.0091	24.1304	24.0838	21.6989	21.2642	24.333	+	1.8478	0.00646789	XP_020918614.1;XP_020918613.1;XP_005667477.2;XP_020918612.1;XP_020918611.1;XP_005667476.2;XP_020918610.1;XP_020918609.1;XP_013834917.2;XP_003129970.2;XP_005667473.2;XP_020918615.1	DMD_WT
26.0342	25.7821	26.2585	26.145	26.0402	26.3851	26.3417	26.2972	23.8921	25.8396	26.2199	25.2199	26.2273	+	1.0987	0.0365524	XP_003130317.3	
23.6807	22.2317	22.6538	23.9165	25.0256	18.687	24.5132	24.525	26.57	25.6844	22.6088	25.8539	26.4449	+	1.34375	0.0193979	XP_003131314.1;XP_005668719.1;CON__P17690	
21.7906	21.339	20.1152	21.1176	20.3738	20.4287	20.5638	22.6524	27.6457	27.262	21.8246	27.2133	27.0337	+	6.37572	0.000380952	XP_020922453.1;XP_013845371.1;XP_003131354.1;XP_013845373.1	DMD_BMD;DMD_WT
25.4626	25.2306	25.6102	25.774	25.9126	25.7514	25.8417	25.6163	25.6523	25.6741	25.8555	25.7385	25.5258	+	1.18042	0.0296799	XP_003131408.3	
25.6079	25.9598	25.6062	25.8867	25.2803	25.4616	25.9856	25.9623	26.1032	26.2736	25.0207	26.1036	26.0136	+	1.36989	0.0181371	XP_020922794.1;XP_013836451.2;XP_005668921.2;XP_003131608.4	DMD_WT
24.6435	20.3907	21.0906	18.9235	18.5455	24.6561	21.0384	20.6029	25.1637	25.6603	21.7124	25.7247	25.9899	+	1.89196	0.00592488	XP_003131820.1	DMD_BMD;DMD_WT
25.2585	25.2345	25.3741	25.0615	25.6239	25.5726	25.628	25.3653	25.991	25.5806	25.1406	25.7187	25.2619	+	1.09943	0.0365532	XP_013835617.1;XP_003131863.2	
25.0922	25.2	25.2541	25.0002	25.2209	25.3231	24.7844	25.0348	23.9867	24.0709	24.4919	22.6421	23.8458	+	3.02261	0.00069434	XP_003131937.2;XP_005669192.1;XP_013836688.1	WT_DMD;BMD_DMD
27.4996	27.6146	27.4367	27.2594	28.0177	27.9185	27.3118	27.5323	28.005	27.88	27.5992	28.3722	28.0586	+	2.00785	0.00469779	XP_020923476.1;XP_013843405.1;XP_003131980.1;XP_003131979.1;XP_020923474.1;XP_020925458.1;XP_020925457.1	DMD_BMD
28.4304	28.9492	28.5378	29.236	27.6986	28.2244	28.9446	28.9804	27.8547	27.7552	27.6538	27.075	27.0766	+	1.92745	0.0054381	XP_020923468.1;XP_005655336.1;XP_003131991.2;XP_020923466.1	BMD_DMD
21.3767	20.9811	20.9347	20.6294	24.5286	21.5056	20.914	21.4159	24.4613	20.9372	21.8639	24.5708	24.4947	+	1.25413	0.0246578	XP_003132744.2	DMD_BMD
20.946	24.3947	23.3601	24.5937	24.4758	23.7563	24.0986	23.4312	25.1007	25.4479	23.8651	26.3269	25.6238	+	1.68485	0.00882816	XP_003133314.1;XP_020931502.1	DMD_BMD
31.4629	31.5486	31.2643	31.7551	29.9255	30.8642	31.3942	31.4964	30.2987	30.7908	30.3774	29.7724	30.4667	+	1.65408	0.00951724	XP_003133393.1	BMD_DMD
20.9879	24.1551	24.4868	24.523	24.1745	23.8624	24.7368	24.8392	25.5922	25.6069	22.0376	25.7815	26.8231	+	1.41371	0.0162796	XP_020930797.1;XP_020930793.1;XP_005672037.1;XP_005672036.1;XP_003133549.1;XP_020930796.1;XP_020930795.1;XP_020930794.1;XP_003359613.1	DMD_BMD
28.8684	29.2142	29.0077	29.3297	28.0049	28.6588	29.0724	29.2293	28.4677	28.63	28.1989	27.6689	28.2961	+	1.26618	0.0238333	XP_005672173.1;XP_003133651.1	BMD_DMD
20.4324	22.5468	25.1718	21.6842	25.0553	25.1819	26.1534	26.867	30.0478	29.183	20.5566	28.2831	29.6116	+	2.74684	0.00108591	XP_003133690.2	DMD_BMD;DMD_WT
27.1645	27.5712	27.2344	27.7624	26.5057	26.9093	27.5191	27.5581	26.866	27.0964	26.4366	25.925	26.5697	+	1.05078	0.0414303	XP_003133833.1	
21.318	19.9834	21.1815	23.0715	21.7917	22.9221	21.1012	22.4269	25.1615	24.6143	21.1869	24.9326	24.7781	+	3.43846	0.000422018	XP_003134015.1	DMD_BMD;DMD_WT
24.9612	25.4558	25.4807	25.3076	21.3379	25.2863	25.3607	25.6693	20.9364	24.9393	22.7073	20.5064	21.4134	+	1.32262	0.0204192	XP_003134070.2	BMD_DMD
21.4886	20.9683	21.9464	21.6948	24.5368	21.5165	21.5787	23.6687	25.3372	24.9735	20.4846	25.3981	25.4725	+	2.81979	0.000947735	XP_003134450.6	DMD_BMD;DMD_WT
20.311	21.6609	22.1639	21.7935	21.6383	21.6173	21.7547	23.713	24.9308	25.5592	21.7042	21.8876	26.2294	+	1.91254	0.00563208	XP_020934833.1;XP_020934832.1;XP_020934831.1;XP_005673207.1;XP_020934829.1;XP_005673205.1;XP_020934828.1;XP_020934827.1;XP_020934826.1;XP_020934825.1;XP_005673203.1;XP_005673202.1;XP_020934824.1;XP_005673201.1;XP_003134701.1;XP_005673200.1	DMD_BMD;DMD_WT
21.0046	20.8109	21.9715	20.4839	21.8909	21.2315	22.6071	20.458	24.6627	24.5841	22.2948	24.2142	25.5541	+	4.26594	0.000282051	XP_005657832.1;XP_003360219.1;XP_020934288.1;XP_013846294.1;XP_003134838.1;XP_020934289.1;XP_013846295.1;XP_020942024.1;XP_020942025.1	DMD_BMD;DMD_WT
21.2444	21.0601	23.2924	21.4157	21.8974	19.3424	21.1937	20.6076	24.3408	24.2931	21.2047	24.5047	24.5895	+	3.61796	0.000375	XP_003134854.3	DMD_WT;DMD_BMD
24.9739	25.5249	22.3918	25.4421	21.5012	21.5035	20.9897	20.9986	20.7562	21.0935	21.6223	23.3281	24.6216	+	1.89589	0.00586353	XP_003135104.1;XP_020936066.1	BMD_WT
23.7121	23.7931	21.6665	24.0764	22.4389	21.6818	22.4395	20.6259	23.7694	24.0604	20.0407	23.3163	20.674	+	0.992318	0.0485457	XP_003135287.1	
23.1872	24.8819	24.8479	23.6941	21.5119	21.6851	23.3748	20.9788	23.7048	24.8081	24.1178	22.9909	26.0413	+	1.26746	0.0237596	XP_003135523.1;XP_013841982.2	
26.2698	26.5398	26.2918	26.277	25.4455	26.0169	26.3138	26.2165	25.6041	25.8245	25.6933	25.0014	25.6161	+	1.94739	0.00529157	XP_003135546.1;XP_003135545.1;XP_020935333.1	BMD_DMD
25.4087	25.5543	25.5796	25.2992	26.4032	26.3259	26.3179	26.6064	26.6724	26.6053	26.2542	26.734	26.6749	+	6.99936	0.000142857	XP_020922018.1;XP_003353636.2	WT_BMD;DMD_BMD;DMD_WT
24.2066	24.6555	20.8908	21.8567	21.5151	24.1297	22.6282	24.2423	25.1509	24.5223	21.2954	25.3451	24.2859	+	1.0252	0.0445596	XP_020938452.1;XP_020938451.1;XP_005654715.1;XP_005654713.1;XP_003353801.2;XP_005654712.1;XP_005654711.1	
25.2062	25.6003	25.4927	25.4021	25.6512	26.5979	26.2456	26.2577	27.3985	27.3867	25.6398	26.864	27.1379	+	4.39751	0.00028169	XP_003353842.1	WT_BMD;DMD_BMD;DMD_WT
25.0058	25.7014	24.8815	25.3701	22.1869	21.3572	25.1158	25.6909	20.0475	20.2467	21.8086	20.878	24.2709	+	1.573	0.0111612	XP_005661458.2;XP_003354019.2;XP_020939912.1;XP_020939911.1	BMD_DMD
24.884	24.9852	24.4351	25.1729	21.6712	21.7355	25.1155	25.4242	25.2173	25.0181	22.0403	24.9406	24.712	+	1.04223	0.0425363	XP_003354038.1	
29.6488	29.6381	29.6813	29.722	30.0473	29.7728	29.6925	29.873	30.3356	30.6063	29.9379	30.5962	30.6551	+	5.56836	0.0004	XP_003354050.1;XP_020939748.1;XP_003131380.1	DMD_BMD;DMD_WT
25.3179	25.3658	25.4016	25.4828	25.6301	25.3539	25.319	25.107	24.9353	25.025	25.2073	24.7627	24.9186	+	2.84197	0.000904594	XP_003354827.1	WT_DMD;BMD_DMD
24.4852	24.4282	24.5702	24.7383	20.3239	23.7791	24.7515	21.1674	23.8931	20.5932	21.2411	22.7405	22.1584	+	1.15442	0.0316579	XP_003355118.1	
28.1341	28.2974	28.1666	28.2502	28.4356	28.4353	28.8676	28.4491	29.176	29.0488	28.4176	28.8975	29.6561	+	3.55723	0.00041791	XP_020955502.1;XP_020954093.1;XP_020945588.1;XP_013852659.1;XP_003355262.2;XP_020939042.1;XP_020954075.1;XP_020954074.1;XP_013846203.1	DMD_BMD;DMD_WT
24.4389	22.0521	21.9856	21.86	24.5085	24.2687	21.2843	24.0324	24.9814	24.6094	22.9937	24.8229	24.4088	+	1.24632	0.0252185	XP_003355612.1	DMD_BMD
27.1457	27.7268	27.1014	27.8671	26.5186	27.0902	27.6483	27.4998	26.613	26.6839	26.2823	25.794	26.2704	+	1.57647	0.0110195	XP_003355850.1	BMD_DMD
26.0417	26.2562	26.2441	26.5186	26.6492	26.8	27.0285	26.5989	27.7149	27.6093	26.2872	27.1544	27.4253	+	3.94391	0.000305882	XP_003356918.4	DMD_BMD;DMD_WT
25.4115	25.9586	26.1355	26.2329	26.697	26.6285	26.7004	26.7327	27.3017	27.0106	26.1743	26.8606	26.8249	+	3.02657	0.000689655	XP_003357019.1;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	WT_BMD;DMD_BMD
21.8191	21.8579	23.9593	21.5388	22.5404	22.0321	24.0667	23.5471	25.0801	23.6792	22.0436	23.9328	26.3298	+	1.68338	0.00886598	XP_003357724.1	DMD_BMD
28.8065	29.4314	29.4777	29.2093	29.2572	28.9636	29.6909	29.6287	31.2148	31.2006	29.2971	31.1988	31.9156	+	5.53725	0.000428571	XP_003357976.1	DMD_BMD;DMD_WT
24.4002	24.0888	24.2713	24.7018	25.271	25.2309	25.2059	25.2888	26.6216	26.2183	24.6701	26.3835	26.8045	+	5.889	0.000266667	XP_003358947.2	WT_BMD;DMD_BMD;DMD_WT
29.4729	29.2893	29.358	29.4208	29.4246	29.4851	29.346	29.3949	30.3318	30.1683	29.2507	30.4765	30.0145	+	5.60062	0.000368421	XP_003359596.1	DMD_WT;DMD_BMD
21.5605	21.5499	21.5837	22.7656	21.6312	21.5329	24.1264	23.0697	29.6493	29.3183	22.1572	28.5924	28.8767	+	6.64312	0.000210526	XP_003360037.3	DMD_BMD;DMD_WT
27.666	27.5295	27.5364	27.3237	27.6338	27.6344	27.4157	27.3281	26.9821	27.2923	27.6967	27.2517	27.3442	+	1.63656	0.00977246	XP_003360205.2	WT_DMD
27.6639	27.718	27.495	27.7607	26.7406	27.2086	27.5675	27.5608	26.9337	27.2073	26.3767	26.4789	26.9399	+	1.40964	0.0164007	XP_003360292.2	BMD_DMD
21.4424	20.7666	21.2061	22.8027	20.9918	21.4468	19.775	22.6846	24.7023	24.1795	21.4867	24.6404	24.6665	+	3.49796	0.000419048	XP_020936412.1;XP_003360570.1	DMD_WT;DMD_BMD
21.4455	23.7255	20.6667	23.7836	21.4223	20.757	22.3911	24.0206	24.8691	24.6723	21.7543	24.3977	24.7449	+	1.73191	0.00799147	XP_003480386.1	DMD_WT
21.5879	21.8721	21.6923	22.1999	21.5749	22.3534	20.5717	21.2606	23.7834	23.7889	20.9149	23.8763	24.2933	+	4.56853	0.00030303	XP_020941908.1;XP_003481037.1	DMD_WT;DMD_BMD
25.9857	26.0106	26.2518	25.8974	26.4195	26.524	26.0469	26	25.8259	25.6248	25.9774	25.806	25.9447	+	1.38165	0.0175873	XP_003481157.2	WT_DMD
22.1133	24.0117	20.5487	20.3612	21.0853	23.9315	20.3401	21.0551	24.3281	23.9587	22.1614	24.4219	23.9088	+	1.47692	0.0139631	XP_003481357.1;XP_003481358.1;XP_020943613.1	DMD_WT
25.7372	25.5898	25.3635	26.0406	26.4476	26.4635	26.1904	26.4852	26.8901	26.4823	25.7095	26.657	26.5929	+	2.72332	0.00117172	XP_003481579.1	WT_BMD;DMD_BMD
21.6008	20.7463	18.7838	21.6266	20.2803	19.7396	23.7119	22.5157	25.2096	25.0266	20.824	25.1666	25.1089	+	2.92165	0.000808824	XP_003482167.1	DMD_BMD;DMD_WT
24.1585	24.0196	21.2223	20.9509	24.2084	24.1223	21.4395	22.7059	25.0188	25.0438	21.7546	25.5279	25.5023	+	1.64157	0.00971543	XP_003482544.2	DMD_BMD;DMD_WT
21.7787	21.4662	21.4551	22.5145	23.2087	22.8848	21.2224	21.3519	23.4461	23.8673	20.7951	23.2452	24.356	+	2.06815	0.00429974	XP_003482893.1	DMD_BMD;DMD_WT
24.2587	21.0438	21.9175	19.9545	21.6142	24.697	24.2838	24.1667	24.7877	24.731	21.2895	24.5609	24.5071	+	1.2644	0.0238869	XP_003483030.1;NP_001001635.1	DMD_BMD
20.2614	21.0849	21.4794	20.9381	21.8531	20.7439	23.8937	21.0454	25.2678	24.7644	20.2139	25.0051	25.2489	+	3.66629	0.000359788	XP_003483480.1	DMD_BMD;DMD_WT
20.9071	24.2228	23.8008	24.5109	24.6893	21.4502	25.0008	24.6388	25.9548	26.0243	21.5975	25.6391	25.737	+	1.23296	0.0261513	XP_003483583.1	
24.5472	24.46	24.2488	24.3759	24.4957	24.8315	25.0212	24.6644	26.5359	26.0777	24.1105	25.7582	25.6717	+	4.30254	0.000268456	XP_003484071.1;XP_003134753.1;XP_020934967.1	DMD_BMD;DMD_WT
22.4648	25.7325	25.8097	21.6298	26.1955	26.346	26.8833	27.8137	29.5713	28.9496	25.8858	28.9436	28.983	+	3.13009	0.000587302	XP_005652426.1	WT_BMD;DMD_BMD;DMD_WT
20.1876	20.5402	21.7695	21.1561	23.8298	23.8584	24.1524	23.6301	24.2853	24.4008	22.3028	24.387	24.0141	+	4.50343	0.000294118	XP_005652622.1	WT_BMD;DMD_BMD
21.561	20.4212	20.5322	20.7809	22.8356	20.5834	21.1686	19.8313	25.0747	24.6044	21.6426	25.0041	25.0974	+	4.51707	0.000298507	XP_005653330.2	DMD_BMD;DMD_WT
